artist,song_name,genres,album_name,song_id,album_id,genres_list,singular_genre,Top Emotions
Funeral For A Friend,1% - Acoustic,"post-hardcore, uk post-hardcore, screamo",Chapter and Verse,5xdbNUgUm7FIvEjALYG54a,146lsgsoDkI9Dz06nnO2Sw,"['post-hardcore', 'uk post-hardcore', 'screamo']",Rock,"Excitement, Calmness, Sadness"
(G)I-DLE,Super Lady,k-pop girl group,2,5qI5EUqfDJpQ7w6sMECK7U,0mC9MXPddkzggVsOXh5gd3,['k-pop girl group'],Pop,Emotions unable to be determined
X,Los Angeles,"punk, post-punk, hardcore punk, early us punk, alternative rock",Los Angeles,3hgBGx3ShG9uCiJ3kvh8wm,3OpKtGldm7NzZVVn1LFlYn,"['punk', 'post-punk', 'hardcore punk', 'early us punk', 'alternative rock']",Rock,Emotions unable to be determined
Callisto,Breasts of Mothers,"atmospheric post-metal, atmospheric sludge, post-metal",Secret Youth,4Dd94K4MXNZohrjYcqRlHU,4iR8aYLSJmGFCThvPbNixg,"['atmospheric post-metal', 'atmospheric sludge', 'post-metal']",Rock,Emotions unable to be determined
Dr. Dog,The Way the Lazy Do,"stomp and holler, philly indie, indie rock, pov: indie, seattle indie, modern folk rock, chamber pop",We All Belong,2f0Za9WnfIqyexZ7quNVr5,6Z11R1BJBjK6IrqqhRV7iE,"['stomp and holler', 'philly indie', 'indie rock', 'pov: indie', 'seattle indie', 'modern folk rock', 'chamber pop']",Alternative,Emotions unable to be determined
Allman Brothers Band,"Introduction - Live at Manley Field House, Syracuse University, Syracuse, NY 4-7-72","folk rock, jam band, rock, blues rock, singer-songwriter, heartland rock, hard rock, soft rock, album rock, electric blues, country rock, southern rock, mellow gold, classic rock","Manley Field House, Syracuse University, April 7, 1972",1tZoIsxNY2bQRFqGHyMXRp,05Wtpe1XAUjUixN8spSj9a,"['folk rock', 'jam band', 'rock', 'blues rock', 'singer-songwriter', 'heartland rock', 'hard rock', 'soft rock', 'album rock', 'electric blues', 'country rock', 'southern rock', 'mellow gold', 'classic rock']",Rock,"Interest, Excitement"
Rick Ross,Santorini Greece,"trap, gangster rap, southern hip hop, rap, hip hop, dirty south rap",Rather You Than Me,4QwyZncLTHlA1y409ogbON,08XXyTmAv1vNghZS4p0ng2,"['trap', 'gangster rap', 'southern hip hop', 'rap', 'hip hop', 'dirty south rap']",Hip-Hop,"Excitement, Anger, Amusement"
MONEY,You Look Like a Sad Painting on Both Sides of the Sky,"Alternative, indie, folk",Suicide Songs,0eXUjSsYY2uiL6tidMA5VR,0PZU3xyTZVzM88LqeUHp7W,"['Alternative', 'indie', 'folk']",Alternative,Emotions unable to be determined
The Vaccines,Heartbreak Kid,"rock, scottish rock, indie rock, modern rock, british indie rock, garage rock",Pick-Up Full of Pink Carnations,0U9q5llCokADhEG2qeEhcB,6enl3uuyldMQvTQfgWP9F4,"['rock', 'scottish rock', 'indie rock', 'modern rock', 'british indie rock', 'garage rock']",Rock,Emotions unable to be determined
The Pop Group,We Are All Prostitutes,"experimental, experimental rock, uk post-punk, post-punk",For How Much Longer Do We Tolerate Mass Murder?,7c9zUZP24BFhoM1xhL0ayx,34GDsElG4hIuLblouQEtpM,"['experimental', 'experimental rock', 'uk post-punk', 'post-punk']",Rock,Emotions unable to be determined
Gwar,Saddam a Go-Go,"groove metal, virginia punk, nu metal, old school thrash, virginia metal, industrial metal, comic metal",This Toilet Earth,6VQHyesu7VdXH3XQLl3yIg,3jA3IjH8XkIRg84DVykf5Z,"['groove metal', 'virginia punk', 'nu metal', 'old school thrash', 'virginia metal', 'industrial metal', 'comic metal']",Rock,Emotions unable to be determined
Murder By Death,Big Dark Love,"folk punk, gothic americana",Big Dark Love,21QNqeqw0Ytvj2BXbZWsax,61W4LxpGTqJeBhkKhcDFci,"['folk punk', 'gothic americana']",Folk,Emotions unable to be determined
Novo Amor,State Lines,"ambient folk, modern indie folk, indie folk",Birthplace,7CoMBpPTwQi2wPT0U0Nr9b,0tWckYjFI6ioZptLr42J3p,"['ambient folk', 'modern indie folk', 'indie folk']",Folk,Emotions unable to be determined
MC Eiht,Represent Like This,"g funk, west coast rap",Which Way Iz West,2gaB4FMdfkVOuIE6h7IW1B,7tk2koTWsIRYuQ2V5RFsjK,"['g funk', 'west coast rap']",Hip-Hop,"Anger, Excitement"
Lil Dicky,Mr. McAdams,"indie pop rap, pop rap, comedy rap",Penith (The Dave Soundtrack),4vJRxkiqhO0lYACM1xca8L,0tD7YCpFten00qPVcMseoe,"['indie pop rap', 'pop rap', 'comedy rap']",Pop,"Excitement, Amusement, Distress"
Elle King,Ex's & Oh's,modern blues rock,Love Stuff,70eDxAyAraNTiD6lx2ZEnH,0B4eikFaUJcf3hc6DaSVov,['modern blues rock'],Rock,Emotions unable to be determined
BIGBANG,BANG BANG BANG,"k-pop, k-pop boy group",Made Series,2ispu3yKamZhCGf2Aj4roe,4ls7QOvWzu4OGaQQSiKeDE,"['k-pop', 'k-pop boy group']",Pop,Excitement
Five O'Clock Heroes,City of Lights,"Alternative, indie, rock",Different Times,6wLXky1bt4drGcblxngPEC,6GvdlYJmJzRiNEx67nvHVF,"['Alternative', 'indie', 'rock']",Alternative,Emotions unable to be determined
Saxon,Wheels Of Terror,"nwobhm, glam metal, hard rock, metal, power metal",Sacrifice,7LTfbhqgtmHMuXo6WkeD9U,4SrewZLy3pkStC6sxN036m,"['nwobhm', 'glam metal', 'hard rock', 'metal', 'power metal']",Rock,Emotions unable to be determined
Blut Aus Nord,The Alcove of Angels - Vipassana,"atmospheric black metal, voidgaze, french black metal, blackgaze, drone metal, french metal, avant-garde black metal, cosmic black metal, black metal, post-metal",Memoria Vetusta II – Dialogue with the Stars,4wu86P1gustPrYV2T4KCYs,4YgylPy7JIO5QtgK04hxXM,"['atmospheric black metal', 'voidgaze', 'french black metal', 'blackgaze', 'drone metal', 'french metal', 'avant-garde black metal', 'cosmic black metal', 'black metal', 'post-metal']",Rock,Emotions unable to be determined
Jessie Hock,I'm Easy Like Sunday Morning,rock,R.O.S.E.,6kX7bsPmvh5PerCXlWXTUL,4GuGPTwh3QVLpuxKsO5VqB,['rock'],Rock,"Excitement, Distress"
Gotthard,Reason for This,"swiss pop, swiss rock",Silver,6uNcO0vh9HWjRIlPKzjLiM,3oqsRlMiUqvQOmnEOt5cv9,"['swiss pop', 'swiss rock']",Pop,Excitement
The XCERTS,We Built This City,"aberdeen indie, british alternative rock, scottish indie, scottish rock",So No One Told You Life Was Gonna Be This Way,4k6YS3ZieN9FxR2p9XnZ1w,7Dubvhg0cRoqLSb3TVKfHg,"['aberdeen indie', 'british alternative rock', 'scottish indie', 'scottish rock']",Alternative,"Excitement, Sadness"
Roger Waters,5:06AM (Every Strangers Eyes),"album rock, symphonic rock, progressive rock, art rock, classic rock",The Pros and Cons of Hitch Hiking,5tIzTAgLi2L2fIQVKvLGto,7nCAVgLq6kcrCb4pw2uXGH,"['album rock', 'symphonic rock', 'progressive rock', 'art rock', 'classic rock']",Rock,"Sadness, Determination, Realization"
In Flames,Meet Your Maker,"swedish metal, gothenburg metal, melodic metalcore, alternative metal, swedish melodeath, swedish death metal, metal, swedish alternative rock, melodic death metal",Foregone,5qZMqZspIglsy4SJxtJt0S,1IqQ6UX3hzJLVXtRmui4w3,"['swedish metal', 'gothenburg metal', 'melodic metalcore', 'alternative metal', 'swedish melodeath', 'swedish death metal', 'metal', 'swedish alternative rock', 'melodic death metal']",Rock,Emotions unable to be determined
Pavement,Cut Your Hair,"lo-fi, indie rock, shoegaze, chamber pop, alternative rock","Crooked Rain, Crooked Rain",4tBl1xhBg5PETpBvFnQmGl,1XFNz6KIvLyIsLFOiLRKqP,"['lo-fi', 'indie rock', 'shoegaze', 'chamber pop', 'alternative rock']",Rock,"Excitement, Anger"
Laura Nyro,To A Child...,"singer-songwriter, folk",Mother's Spiritual,3msQPXGes9xJk79sEj7n8e,6yUjsWR985dVl555vMHYLq,"['singer-songwriter', 'folk']",Folk,Emotions unable to be determined
Ace of Base,Happy Nation,"europop, new wave pop, eurodance",Happy Nation,7yCF65vpc7sUwPjftI0iFb,6cpOIdpPfGaazHsh5eYz0k,"['europop', 'new wave pop', 'eurodance']",Pop,Emotions unable to be determined
Nevermore,Dreaming Neon Black,"progressive groove metal, groove metal, thrash metal, neo classical metal, seattle metal, metal, progressive metal, power metal",Dreaming Neon Black,5FTzf8gJDicNVCIhwDDYSX,0C3puNFNfpDwVHEZNU4Shx,"['progressive groove metal', 'groove metal', 'thrash metal', 'neo classical metal', 'seattle metal', 'metal', 'progressive metal', 'power metal']",Rock,Emotions unable to be determined
Godspeed You! Black Emperor,Moya,"noise pop, canadian post-rock, post-rock, instrumental post-rock, double drumming, experimental rock",Slow Riot for New Zerø Kanada,2g2dBiugZROCtl8ipW9NQo,2tA6VFMIQuSF3KpXsrulw9,"['noise pop', 'canadian post-rock', 'post-rock', 'instrumental post-rock', 'double drumming', 'experimental rock']",Rock,Emotions unable to be determined
Dr. Dog,Bring My Baby Back,"stomp and holler, philly indie, indie rock, pov: indie, seattle indie, modern folk rock, chamber pop",The Psychedelic Swamp,70WY0OFaz7293OjqeUPJnL,6h2wQk5NSOvLdeNSDZnGR4,"['stomp and holler', 'philly indie', 'indie rock', 'pov: indie', 'seattle indie', 'modern folk rock', 'chamber pop']",Alternative,Emotions unable to be determined
Molly Nilsson,Kids Today,"swedish synthpop, experimental pop",Extreme,7GZpjBzUiiePuzRIzTC8WW,2kTRQdoZgmxMtTD17vyVNU,"['swedish synthpop', 'experimental pop']",Pop,Emotions unable to be determined
The Wombats,"If You Ever Leave, I'm Coming with You","liverpool indie, modern rock, modern alternative rock","Fix Yourself, Not the World",5njwCYHUhRJbSg22rZ2lHy,2PZIytLiCWDHEjAXuwkVKz,"['liverpool indie', 'modern rock', 'modern alternative rock']",Rock,"Excitement, Distress, Romance"
The Triffids,Wide Open Road,"melancholia, australian alternative rock, australian rock, perth indie",Born Sandy Devotional,620zXJyl50tD6FMobTqZN6,5dZEZdxeE0sdJhsfpfzf33,"['melancholia', 'australian alternative rock', 'australian rock', 'perth indie']",Rock,Emotions unable to be determined
Ted Nugent,Cat Scratch Fever - Live,"rock, glam metal, blues rock, heartland rock, acid rock, hard rock, album rock, southern rock, classic rock",Live at Hammersmith '79,5txMIYLzUTfGXVhJGOSzl0,6WFr2H7cfFQiEevFIGRbLn,"['rock', 'glam metal', 'blues rock', 'heartland rock', 'acid rock', 'hard rock', 'album rock', 'southern rock', 'classic rock']",Rock,Emotions unable to be determined
The Lawrence Arms,Seventeener (17th and 37th),"emo, skate punk, chicago punk, orgcore",Metropole,42CtnSJ6Ou875imsXrdj9m,2fWa6ZDIcvpHKIO3AYWY4K,"['emo', 'skate punk', 'chicago punk', 'orgcore']",Rock,"Excitement, Confusion"
Gloria Estefan,Turn the Beat Around,"soft rock, new wave pop",Greatest Hits Vol. II,0jysK2lrIASiOWKoResM11,7nblfdiV7zj0JYOqPZv4Hc,"['soft rock', 'new wave pop']",Pop,Emotions unable to be determined
The Exploited,Don't Blame Me,"uk82, punk, hardcore punk",Beat the Bastards,7IfqbVUTe23J2a19FTke5m,1Pen2PHstCIydjaTdNkuIc,"['uk82', 'punk', 'hardcore punk']",Rock,Emotions unable to be determined
India.Arie,Steady Love,"neo soul, urban contemporary, r&b",Worthy,4EC7nw1iltEdsfZ44vLvhM,7s10reNqWJ0TYccLxlEJPo,"['neo soul', 'urban contemporary', 'r&b']",R&B,"Excitement, Anxiety, Determination"
Corrosion Of Conformity,Albatross,"groove metal, nu metal, stoner rock, stoner metal, old school thrash, north carolina metal, alternative metal, sludge metal, industrial metal",Corrosion of Conformity,5oJLYixfGPZz39zvmS6DlR,72PyU2al5v8hKEenRmvGSc,"['groove metal', 'nu metal', 'stoner rock', 'stoner metal', 'old school thrash', 'north carolina metal', 'alternative metal', 'sludge metal', 'industrial metal']",Rock,Distress
Deicide,Scars Of The Crucifix,"brutal death metal, technical death metal, florida death metal, black metal, metal, death metal",Scars of the Crucifix,3ztZNULykf6ijrqJRcfZAJ,72vAPCga5Z8jT6NOxGrxpd,"['brutal death metal', 'technical death metal', 'florida death metal', 'black metal', 'metal', 'death metal']",Rock,Emotions unable to be determined
Manfred Mann's Earth Band,Don't Kill It Carol,"folk rock, blues rock, symphonic rock, heartland rock, hard rock, british blues, album rock, soft rock, mellow gold, progressive rock, art rock, classic rock",Budapest Live,3MgARGXiUFKrUVI6TyPvMS,73d2m8gMjPoMDM9eIFh1fi,"['folk rock', 'blues rock', 'symphonic rock', 'heartland rock', 'hard rock', 'british blues', 'album rock', 'soft rock', 'mellow gold', 'progressive rock', 'art rock', 'classic rock']",Rock,"Excitement, Fear, Calmness"
The Amity Affliction,Feels like I'm Dying,"melodic metalcore, australian metalcore, metalcore",Misery,6MZjafR2dwtzpgXt5jlRJE,5AtTKLErRJPLZAOfPabe7m,"['melodic metalcore', 'australian metalcore', 'metalcore']",Rock,"Excitement, Anger, Distress"
Gary Moore,The Prophet,"british blues, blues rock, electric blues",Back to the Blues,7cOHoi3w2GhckxsC3L5pAC,5OhRwSOpiwkFqMGtlDoLpt,"['british blues', 'blues rock', 'electric blues']",Blues,Emotions unable to be determined
Nektar,Look Thru Me,"krautrock, progressive rock",The Other Side,1YVjHZxOvY5tM2Hce8z069,6TySyGCWlgT3pZfJHgfMV1,"['krautrock', 'progressive rock']",Rock,Emotions unable to be determined
David Banner,Black Fist,"conscious hip hop, southern hip hop, dirty south rap, mississippi hip hop, crunk",The God Box,5VIiPXIVdhJueyT9AX3K29,3Rdf6EFR90LuwLXkBWxLvm,"['conscious hip hop', 'southern hip hop', 'dirty south rap', 'mississippi hip hop', 'crunk']",Hip-Hop,"Anger, Pride, Excitement"
Hot Chip,We're Looking For A Lot Of Love,"alternative dance, neo-synthpop, new rave, indie rock, dance rock, indietronica, electronica",Made in the Dark,6s2BE2wZPdKCTQJEUbUqxQ,2fZWcwbfKryf2d24wQ4LXQ,"['alternative dance', 'neo-synthpop', 'new rave', 'indie rock', 'dance rock', 'indietronica', 'electronica']",Alternative,Emotions unable to be determined
Caro Emerald,The Ghost Of You,"dutch pop, electro swing",Emerald Island,7ujG0XJxI8xsgVKZ5wrPZ2,12E2e7Pt6Z95OnJ0QCgTd2,"['dutch pop', 'electro swing']",Pop,Emotions unable to be determined
The Young Gods,Did you miss me - Live,"swiss rock, swiss alternative rock, industrial, industrial rock",The Young Gods,4qoogz6BB4OgWFplAdTfP3,4suONBQXlbZvwQGaGuhaYg,"['swiss rock', 'swiss alternative rock', 'industrial', 'industrial rock']",Rock,Emotions unable to be determined
Sjava,Umama,"Hip hop, rap ",Umqhele,4hTW6U4hrwImpf1Lncq2yn,6SFmIpAlrgXLvWKXBJNwz4,"['Hip hop', 'rap ']",Hip-Hop,Emotions unable to be determined
Supersilent,6.4,"norwegian experimental, fourth world",6,3G5XSIr9TEp4C9LFtct1He,05urx7REFTNROuBIGU2t3A,"['norwegian experimental', 'fourth world']",World,Emotions unable to be determined
Candlemass,Solitude,"metal, speed metal, death metal, stoner metal, swedish doom metal, opera metal, doom metal, swedish metal, epic doom",Epicus Doomicus Metallicus,0v3WyEt2g04WFpfVwcnfXm,5LPgloXNv33FU3zCgby6fU,"['metal', 'speed metal', 'death metal', 'stoner metal', 'swedish doom metal', 'opera metal', 'doom metal', 'swedish metal', 'epic doom']",Rock,Emotions unable to be determined
Big Head Todd and The Monsters,Boom Boom,"Pop, blues",Beautiful World,0cvCArAiYZcWg1v0DRCxFC,4gGLHe1PkldcRrUvnZ5ThH,"['Pop', 'blues']",Pop,Amusement
TOTO,Africa,"rock, hard rock, soft rock, album rock, yacht rock, mellow gold, classic rock",Toto IV,2374M0fQpWi3dLnB54qaLX,62U7xIHcID94o20Of5ea4D,"['rock', 'hard rock', 'soft rock', 'album rock', 'yacht rock', 'mellow gold', 'classic rock']",Rock,Emotions unable to be determined
Motorpsycho,The Magic & The Wonder (A Love Theme),"norwegian alternative rock, norwegian psychedelic, norwegian rock, jazz metal, norwegian experimental, norwegian prog",Behind the Sun,2oOMNZzg4qDqkqWBfZwVIa,1cpSl53CdagP8d0NFztRcb,"['norwegian alternative rock', 'norwegian psychedelic', 'norwegian rock', 'jazz metal', 'norwegian experimental', 'norwegian prog']",Rock,"Determination, Confusion"
Tori Amos,Winter - 2015 Remaster,"ectofolk, melancholia, singer-songwriter, permanent wave, lilith, piano rock, dark pop, new wave pop",Little Earthquakes,11dfOCV0oBxzZ9fi2PZhvS,5bxqwBKvCyB67zOEVCrFZE,"['ectofolk', 'melancholia', 'singer-songwriter', 'permanent wave', 'lilith', 'piano rock', 'dark pop', 'new wave pop']",Pop,"Amusement, Joy, Excitement"
The Fray,Heartbeat,"neo mellow, pop, pop rock, piano rock",Scars & Stories,2atYprr9JsQaLynGhrWhld,1Nu3r7EuveXog0rPvXExSF,"['neo mellow', 'pop', 'pop rock', 'piano rock']",Rock,Emotions unable to be determined
Boogie Down Productions,My Philosophy,"conscious hip hop, golden age hip hop, gangster rap, east coast hip hop, old school hip hop, bronx hip hop, hip hop",By All Means Necessary,2P8KBF5BtraQiGpxDXrCnF,1ucCcn3bSPePeI67kUapwB,"['conscious hip hop', 'golden age hip hop', 'gangster rap', 'east coast hip hop', 'old school hip hop', 'bronx hip hop', 'hip hop']",Hip-Hop,Anger
Twisted Sister,The Kids Are Back,"rock, glam metal, hard rock, album rock, metal",You Can't Stop Rock 'n' Roll,7xzmJPFQAn0O1ZYYtbGRlz,3KW5iWFnvhHtFoMHwWnUr5,"['rock', 'glam metal', 'hard rock', 'album rock', 'metal']",Rock,Emotions unable to be determined
Tori Amos,Cornflake Girl,"ectofolk, melancholia, singer-songwriter, permanent wave, lilith, piano rock, dark pop, new wave pop",Under the Pink,1300POeOaj8qho30FRHjgf,6VNuZLF98tsRYgqlIXAVCD,"['ectofolk', 'melancholia', 'singer-songwriter', 'permanent wave', 'lilith', 'piano rock', 'dark pop', 'new wave pop']",Pop,Fear
Mike Shinoda,Lift Off (feat. Chino Moreno and Machine Gun Kelly) - Remastered,alternative hip hop,Post Traumatic,0GxculprjlYmqNpqTOSFEL,6raEoLfzOskhSksjJIHjA3,['alternative hip hop'],Hip-Hop,Emotions unable to be determined
2wo,"Hey, Sha La La","Alternative, indie, pop",Voyeurs,2nygxHb7sZJCM0qosgoEmB,1FuIfVgZocbLwDSJF8c8CL,"['Alternative', 'indie', 'pop']",Alternative,Emotions unable to be determined
Twista,Overnight Celebrity,"trap, chicago rap, gangster rap, dirty south rap",Kamikaze,2tOZtdbkAMQASWokLvSlzj,7tbgPQub8dUigxMdkYDfOb,"['trap', 'chicago rap', 'gangster rap', 'dirty south rap']",Hip-Hop,"Anger, Excitement"
The Escape Club,I'll Be There,"alternative, indie, rock",Dollars & Sex,3zX2ZUPo0M8EULGmYJ87C6,6aJNw94xxM9xR6WjSYiwOV,"['alternative', 'indie', 'rock']",Alternative,Excitement
Body Count,KKK B***h,"political hip hop, groove metal, funk metal, rap rock, nu metal, rap metal",Body Count,7zoRvhF7VcXzOu2liGnZ30,2J5Lf1s0Q42e31xjSwVd8J,"['political hip hop', 'groove metal', 'funk metal', 'rap rock', 'nu metal', 'rap metal']",Rock,"Amusement, Excitement, Anger"
Christopher Cross,Think of Laura,"soft rock, mellow gold, yacht rock",Another Page,0meJMVapBf2xDoqJmO8fcB,4NiGOhxV6wViotkZKDv17G,"['soft rock', 'mellow gold', 'yacht rock']",Rock,Emotions unable to be determined
Amon Amarth,Raven's Flight,"melodic death metal, groove metal, speed metal, tolkien metal, swedish melodeath, viking metal, swedish death metal, metal, swedish metal, power metal",Berserker,1I0bU6iuH1Ct9qikfDZyJV,4NxlBCBuzKXCwNVNMfRGUa,"['melodic death metal', 'groove metal', 'speed metal', 'tolkien metal', 'swedish melodeath', 'viking metal', 'swedish death metal', 'metal', 'swedish metal', 'power metal']",Rock,Emotions unable to be determined
Team Dresch,Fagetarian and Dyke,"olympia wa indie, riot grrrl, queercore",Personal Best,5tO8kFjt6vhHVAFzRxDaYK,6FkTtMBKTWf4qV5aeL8Sp5,"['olympia wa indie', 'riot grrrl', 'queercore']",Alternative,Emotions unable to be determined
Dog Fashion Disco,Headless,"funk metal, avant-garde metal",Anarchists of Good Taste,3uD4T3A7OJXJPJ19eZDYfC,4ANUXDuoB237xfhgDqUURJ,"['funk metal', 'avant-garde metal']",Rock,Emotions unable to be determined
Baths,Yeoman,"chillwave, wonky, indietronica",Romaplasm,4RbuV6hWZJKuEY9LzN1vGd,5DmddBUecxFGVXiW5yQ2BH,"['chillwave', 'wonky', 'indietronica']",Alternative,Emotions unable to be determined
Mallory Knox,Giving It Up,"british alternative rock, cambridgeshire indie, modern alternative rock",Wired,2vf92EEyx8RBbbvJGluDeA,1RSAewFsJ7Q2vM5QaYMY1W,"['british alternative rock', 'cambridgeshire indie', 'modern alternative rock']",Rock,Emotions unable to be determined
Art Garfunkel,When a Man Loves a Woman,"soft rock, mellow gold, folk rock, folk",Lefty,61T77M6V91OB1fEMaPQQoz,4sbOkCsHC5OKbqMcOb7CRB,"['soft rock', 'mellow gold', 'folk rock', 'folk']",Rock,Emotions unable to be determined
Paloma Faith,Lullaby,"british soul, uk pop, talent show",The Architect,3NgUZoel0wiCtaLTezAxiC,6jXWfehoSTsRDXExVJMeAh,"['british soul', 'uk pop', 'talent show']",Pop,"Amusement, Romance"
ZAYN,Let Me,"pop, uk pop",Icarus Falls,2cEmWBBlCfR9wWrY9JmTyt,1DF9B2hfwX4EdgEFwGcRwh,"['pop', 'uk pop']",Pop,Emotions unable to be determined
Björk,Utopia,"trip hop, alternative rock, permanent wave, icelandic experimental, art pop, experimental vocal, icelandic pop, metropopolis, experimental pop, icelandic singer-songwriter, electronica",Utopia,1weQhXd8J4Z6IqNswNTTEa,037hz3oZyrgcJOheyhPMnC,"['trip hop', 'alternative rock', 'permanent wave', 'icelandic experimental', 'art pop', 'experimental vocal', 'icelandic pop', 'metropopolis', 'experimental pop', 'icelandic singer-songwriter', 'electronica']",Pop,Distress
Adina Howard,Love Jonez,"r&b, contemporary r&b",Resurrection,58MbcbxRMdeLlLanI0hPEt,2lNfFGc2mNqI5l8aBv348b,"['r&b', 'contemporary r&b']",R&B,Emotions unable to be determined
Måneskin,Torna a casa,"italian pop, indie rock italiano",Il ballo della vita,3590AAEoqH50z4UmhMIY85,44a7Wk3Jh2JGVhjcFYWozj,"['italian pop', 'indie rock italiano']",Pop,"Anger, Determination, Admiration"
Jenn Grant,Getcha Good,"canadian singer-songwriter, canadian indie, canadian folk",Honeymoon Punch,24b4cTMtB7L4AFWTMC2l6W,4XJCfvyitkeKi78y3xlglW,"['canadian singer-songwriter', 'canadian indie', 'canadian folk']",Folk,Emotions unable to be determined
Neal McCoy,They're Playin' Our Song,"country, country road",You Gotta Love That!,7opEzRWRjWdwHNQpjid6ld,5FT8wlYbl3BWko8VAuhXDd,"['country', 'country road']",Country,"Excitement, Amusement"
Nao,Another Lifetime,"uk contemporary r&b, alternative r&b",Saturn,48WTGGIeSFD5ZMF51Rm4Y9,5rojZ5uUIKKkfNsFT92Vld,"['uk contemporary r&b', 'alternative r&b']",R&B,"Anger, Distress, Excitement"
Residente,Desencuentro (feat. Soko),venezuelan hip hop,Residente,0kc4G5tEdtmTB0w3gYmb01,6yClcORh3xiP9Gg1aqbvZ9,['venezuelan hip hop'],Hip-Hop,Emotions unable to be determined
Diana Ross,Dirty Looks,"adult standards, soft rock, soul, quiet storm, motown, disco",Red Hot Rhythm & Blues,2cdAzILRVuhUmKbSLaN6dh,1LaCPgkazROaS4ocOaq34p,"['adult standards', 'soft rock', 'soul', 'quiet storm', 'motown', 'disco']",Pop,Emotions unable to be determined
Mitski,The Only Heartbreaker,"pov: indie, brooklyn indie",Laurel Hell,4VYNZbmI3ixv9mlTTd9NKc,4rcinMUHEWOxpIwJo2sf22,"['pov: indie', 'brooklyn indie']",Alternative,Emotions unable to be determined
Stellar Kart,Letters,"christian rock, christian music, christian alternative rock, christian punk",Expect the Impossible,6gkpSLfjTsQiHzZZmITx0G,6vAXLYmOqZBTkwGLSo9ywR,"['christian rock', 'christian music', 'christian alternative rock', 'christian punk']",Rock,Excitement
PACKS,Honey,countrygaze,Melt the Honey,03tUaXm6MXfGjM5ts2NIEE,1b3i2e3n3ayNsVKXANYsPz,['countrygaze'],Country,Emotions unable to be determined
Big K.R.I.T.,Big Bank (feat. T.I.),"conscious hip hop, trap, mississippi hip hop, southern hip hop",4eva Is a Mighty Long Time,6wScCdGt2OkrrOP5kINDDF,4vPCCjXRWZsZaJXgwLoMBC,"['conscious hip hop', 'trap', 'mississippi hip hop', 'southern hip hop']",Hip-Hop,Excitement
Godflesh,Mothra,"industrial, drone metal, dub metal, post-metal, birmingham metal",Pure,7keKQHKFNoolK0SGiyUgkl,2mgiCqyPZAuJOjpGkSU00k,"['industrial', 'drone metal', 'dub metal', 'post-metal', 'birmingham metal']",Rock,"Determination, Distress"
Capone,Fire,queens hip hop,Menace 2 Society,3r2q83bBo8WnMRddntSRY4,7zEM6oyc7wLyjPOT0r5sE0,['queens hip hop'],Hip-Hop,"Anger, Excitement"
Rachael Leahcar,Sweet Child O’ Mine,australian pop,Shadows,6fJcgKvsdgFWwMfoHbZ3ch,4Bt4KSQu7UzbDdGUIEUQoN,['australian pop'],Pop,Emotions unable to be determined
BTS,Boy With Luv (feat. Halsey),"k-pop, pop, k-pop boy group",Map of the Soul: Persona,4a9tbd947vo9K8Vti9JwcI,2KqlAl1Kl5fZvbFgJ0qFB6,"['k-pop', 'pop', 'k-pop boy group']",Pop,Emotions unable to be determined
Christina Aguilera,Fall In Line (feat. Demi Lovato),"pop, dance pop",Liberation,29zBeRiLVnkDEj7tvmLVOU,7MfUiQkVEDkOSmU83A2C9q,"['pop', 'dance pop']",Pop,Emotions unable to be determined
Way Out West,Tuesday Maybe,"progressive house, nu skool breaks, classic progressive house",Tuesday Maybe,6gWwDlXoYPFqrIdEjivBh5,1jCD24WnDO6bPODoaQSCRx,"['progressive house', 'nu skool breaks', 'classic progressive house']",Electronic,Emotions unable to be determined
BICEP,Apricots,"ambient house, electronica",Isles,0WfOuXw05LJq4ik1lVvTzi,0EdtTRCl3J22AnWrNpH1w9,"['ambient house', 'electronica']",Electronic,Emotions unable to be determined
Echosmith,Future Me,"viral pop, electropop, indie poptimism",Inside a Dream,076mM72K1qqoA2e3l5MRGv,2SCuRnCq7JsvZc2tlAFiVV,"['viral pop', 'electropop', 'indie poptimism']",Pop,Excitement
Why Don't We,Fallin’ (Adrenaline),"pop, boy band",The Good Times and the Bad Ones,6nfqlFOMiWthaOEa53uU0v,0cVSrL39wn0PkBm9PFf6G2,"['pop', 'boy band']",Pop,Emotions unable to be determined
Beatsteaks,Panic,"german punk, german punk rock, german rock",Launched,25YAafHQk4iM5Fqkyj3gdp,6sBDP2En7vQQaVX6DImVPD,"['german punk', 'german punk rock', 'german rock']",Rock,Emotions unable to be determined
Phoebe Bridgers,Motion Sickness,"indie pop, la indie, pov: indie",Stranger in the Alps,5xo8RrjJ9CVNrtRg2S3B1R,0qWcLfCZ8wtcoOdX14oGNI,"['indie pop', 'la indie', 'pov: indie']",Alternative,Emotions unable to be determined
Toni Braxton,Un-Break My Heart,"urban contemporary, r&b, contemporary r&b, dance pop",The Essential Toni Braxton,3Uh3pgSIstUq4elQGrysLl,3Koed6w4fF6dNcOk0aLNUm,"['urban contemporary', 'r&b', 'contemporary r&b', 'dance pop']",R&B,"Sadness, Awkwardness, Distress"
