artist,song_name,genres,album_name,song_id,album_id,genres_list,singular_genre,Top Emotions
George Benson,In Your Eyes,"soul jazz, jazz funk, yacht rock, smooth jazz, jazz guitar",In Your Eyes,1nHN3m6EzCzKAmDgwoLBMD,4QZ7wq0y0io4KdNDqF81y8,"['soul jazz', 'jazz funk', 'yacht rock', 'smooth jazz', 'jazz guitar']",Jazz,Excitement
Pearl Jam,Do the Evolution,"grunge, rock, permanent wave, hard rock, alternative metal, classic rock, alternative rock",Yield,0dIipTYASaFwX1QxVrVFV7,5zsDtoSrXK4usJ4MB1tCh2,"['grunge', 'rock', 'permanent wave', 'hard rock', 'alternative metal', 'classic rock', 'alternative rock']",Rock,Emotions unable to be determined
Ed Sheeran,Shape of You,"singer-songwriter pop, pop, uk pop",÷,7qiZfU4dY1lWllzX7mPBI3,3T4tUhGYeRNVUGevb0wThu,"['singer-songwriter pop', 'pop', 'uk pop']",Pop,"Excitement, Love, Joy"
Delain,Masters of Destiny,"symphonic metal, dutch metal, gothic metal, power metal, gothic symphonic metal",Apocalypse & Chill,6FANk1FhICNDHaKIcysBc5,2dmr4yZUumYcbxOFT7rtGG,"['symphonic metal', 'dutch metal', 'gothic metal', 'power metal', 'gothic symphonic metal']",Rock,"Relief, Determination"
The Glorious Sons,S.O.S. (Sawed Off Shotgun),"canadian rock, kingston on indie, canadian indie rock",Young Beauties and Fools,5ep1aGnQEL42H6O9yhMhqh,6P9WckCcrMFaJL5FqkbDFW,"['canadian rock', 'kingston on indie', 'canadian indie rock']",Rock,Emotions unable to be determined
Runnner,eleven,"la indie, countrygaze, small room",Starsdust,3plOPnKiBRR1bHqgXLp7P7,5JJAuAnYaYqnmcTXnmyKuZ,"['la indie', 'countrygaze', 'small room']",Country,Emotions unable to be determined
B1A4,Rollin',"k-pop, k-pop boy group",Rollin',4CDINNayBOdNGyqtlpdJzT,4rGU9Vp21DXgi1Ls9Ng1GT,"['k-pop', 'k-pop boy group']",Pop,Emotions unable to be determined
Stabbing Westward,Shame,"alternative metal, industrial metal, nu metal, industrial rock",Wither Blister Burn & Peel,5YiQXkMn3M8ZauBUKGHi4s,0KAj2FT0oe4PgCHdVHjojX,"['alternative metal', 'industrial metal', 'nu metal', 'industrial rock']",Rock,Emotions unable to be determined
Pink Floyd,High Hopes,"psychedelic rock, rock, album rock, symphonic rock, progressive rock, art rock, classic rock",The Division Bell,5a4MgIUSf9K8wXLSm6xPEx,5F0IQXuHfTV7SBvZVnXERl,"['psychedelic rock', 'rock', 'album rock', 'symphonic rock', 'progressive rock', 'art rock', 'classic rock']",Rock,Emotions unable to be determined
Dreamcatcher,PIRI (Inst.),"k-pop, k-pop girl group",The End of Nightmare,1oegh2GaKUnraDZZeacWdY,5GWbkX0bjGcv9bRPVOPZVg,"['k-pop', 'k-pop girl group']",Pop,Emotions unable to be determined
John Wesley Harding,Crystal Blue Persuasion,jangle pop,The Name Above the Title,2vIE50ExunRbvmHHahUNdM,47SNFdvMXJwjyzQGtq4mt4,['jangle pop'],Pop,Emotions unable to be determined
Hermitude,HyperParadise - Flume Remix (Ganz Flip),"australian electropop, escape room, australian dance, electronic trap, downtempo, edm, indietronica, vapor twitch, australian indie",HyperParadise,3hEZ5NMvLYlaYz80eiFNAN,2gwkcvo9U65dK4FBqtkDqh,"['australian electropop', 'escape room', 'australian dance', 'electronic trap', 'downtempo', 'edm', 'indietronica', 'vapor twitch', 'australian indie']",Electronic,Emotions unable to be determined
Mumford & Sons,42,"neo mellow, uk americana, stomp and holler, modern rock, modern folk rock",Delta,7LfgK5AciztvOhMzYxj9ys,4TgzPAmjhR2Qkh7P6lIRnH,"['neo mellow', 'uk americana', 'stomp and holler', 'modern rock', 'modern folk rock']",Rock,Emotions unable to be determined
Everything But The Girl,Driving - Live,"trip hop, sophisti-pop, new wave pop",The Language of Life,71eLhCbOXxacIABNzVrbEF,0WsWwspCt59n0OEnGWZSdD,"['trip hop', 'sophisti-pop', 'new wave pop']",Pop,Emotions unable to be determined
Chris Robinson Brotherhood,High Is Not the Top,"southern rock, modern blues, jam band",Barefoot in the Head,0YRcnzPxVdldx4EKRgs8k5,0LtDb0XC7oqR3hT782M8Ri,"['southern rock', 'modern blues', 'jam band']",Blues,Emotions unable to be determined
Declan McKenna,Brazil,pov: indie,What Do You Think About the Car?,4sNG6zQBmtq7M8aeeKJRMQ,3HJiLDJgWA9Z0MvCxlzHYQ,['pov: indie'],Alternative,"Excitement, Surprise (positive)"
Aceyalone,Mooore,"abstract hip hop, alternative hip hop",Magnificent City,7FYXJZnhE5y5aFp8mZttlQ,4HOc9mPfw64RApgiZSBKSC,"['abstract hip hop', 'alternative hip hop']",Hip-Hop,"Anger, Amusement, Excitement"
RIRI,Keep Up,japanese r&b,Riri,523HJsP1ToXHnAThQNkx4D,2OO2QjIUcaj3OdyPvu1Lw2,['japanese r&b'],R&B,Emotions unable to be determined
Placebo,Song to Say Goodbye,"permanent wave, rock, britpop, alternative rock",Meds,6Vkn98iI3sfATzdacZ307z,4rIT7o85FQB2KfTMMT4Pj0,"['permanent wave', 'rock', 'britpop', 'alternative rock']",Rock,"Determination, Distress"
John Paul White,The Long Way Home,alabama indie,The Hurting Kind,0bJ1p7ix4KbPyZZbulikRv,5Higq3mLKH5f6ZBS18jFR7,['alabama indie'],Alternative,Emotions unable to be determined
La Vida Bohème,Você,"venezuelan rock, caracas indie, venezuelan indie",La Lucha,6TZMsbbLDvsvs1ywGXXktn,2GyIlWPwkRy1JquT2zFaLx,"['venezuelan rock', 'caracas indie', 'venezuelan indie']",Alternative,Emotions unable to be determined
Telekinesis,A Place in the Sun,seattle indie,Effluxion,5DurfBP9gKR0huJRpUNLVl,13SDKuJsAT3XyqMKa7qtPI,['seattle indie'],Alternative,Emotions unable to be determined
Coconut Records,Any Fun,"indie rock, la indie, indietronica",Davy,07AKR6PmNjiQR7TJT1O2jG,6G6DslmLUq5k4LpYZi5ZG1,"['indie rock', 'la indie', 'indietronica']",Alternative,Excitement
Firewind,Land of Eternity,"speed metal, melodic metal, greek metal, neo classical metal, symphonic metal, metal, progressive metal, power metal",Forged by Fire,6M0VHKkZiv6UCxQHNf874V,7mJeHKbFKY8zNtUBgiRkN9,"['speed metal', 'melodic metal', 'greek metal', 'neo classical metal', 'symphonic metal', 'metal', 'progressive metal', 'power metal']",Rock,Emotions unable to be determined
Daniel Caesar,CYANIDE,canadian contemporary r&b,Case Study 01,3uouaAVXpQR3X8RYkJyitQ,4mvxoogQn8p84Wz17zTHnJ,['canadian contemporary r&b'],R&B,"Determination, Relief"
Linkin Park,One More Light,"nu metal, rock, rap metal, alternative metal, post-grunge",One More Light,3xXBsjrbG1xQIm1xv1cKOt,5Eevxp2BCbWq25ZdiXRwYd,"['nu metal', 'rock', 'rap metal', 'alternative metal', 'post-grunge']",Rock,"Excitement, Distress, Joy"
Låpsley,Lifeline,"electropop, gauze pop",Cautionary Tales of Youth,0jqb7c3NLm0jEOFVrLjZnw,7oZTFBcPmwuv0L2AQI1yO9,"['electropop', 'gauze pop']",Pop,Emotions unable to be determined
Anything Box,Living In Oblivion,"synthpop, deep new wave",Peace,3YvWI3uLVvPjnWNgfgXht0,5tnQAZJ6CgFPJ8mSgsNjHX,"['synthpop', 'deep new wave']",Pop,Emotions unable to be determined
Lori McKenna,People Get Old,"ectofolk, boston folk, folk, lilith, new americana, new england americana, modern folk rock",The Tree,2Tm7nXWJouomHeRN9bT6IK,2Jv8rT6pudH0eIlgu90zKm,"['ectofolk', 'boston folk', 'folk', 'lilith', 'new americana', 'new england americana', 'modern folk rock']",Folk,"Excitement, Distress, Horror"
Barbra Streisand,Guilty (feat. Barry Gibb) - Live Duet With Barry Gibb,"adult standards, operatic pop, soft rock",One Voice,2f7wiqS80eqRzDlXT8BI6G,69TPOVVeA5VBEPWLrCMQ4f,"['adult standards', 'operatic pop', 'soft rock']",Pop,"Amusement, Fear, Joy"
Mom Jeans.,near death fail comp (must watch til end),"north carolina emo, indie punk, diy emo, emo, alternative emo",Puppy Love,0LQmIlotMPSZPr3IAgSnXf,5vQHTHyB2I5WCnkgydb7vz,"['north carolina emo', 'indie punk', 'diy emo', 'emo', 'alternative emo']",Rock,Emotions unable to be determined
Social Distortion,Machine Gun Blues,"skate punk, punk, punk 'n' roll, socal pop punk",Hard Times and Nursery Rhymes,3d5Cnswx1dxmjUbn1Dp3JQ,0HQyWxluYZTbQN22MAPNiK,"['skate punk', 'punk', ""punk 'n' roll"", 'socal pop punk']",Rock,Emotions unable to be determined
Drew Holcomb,Love Anyway,"ccm, roots worship, indiecoustica, acoustic pop",Coming Home: A Collection of Songs,5y5qjpOqIjHbLkovFVHWTX,6fuKDHZ9UfLmssjdRTjPfz,"['ccm', 'roots worship', 'indiecoustica', 'acoustic pop']",Pop,"Excitement, Distress, Joy"
The Fall,New Facts Emerge,"uk post-punk, madchester, post-punk, art punk, shoegaze, alternative rock",New Facts Emerge,5kWczIXs0RA1sqKBCXlCdv,6OBMZ6UX705G1EG2OaCMgl,"['uk post-punk', 'madchester', 'post-punk', 'art punk', 'shoegaze', 'alternative rock']",Rock,Anger
TLC,Baby-Baby-Baby,"girl group, dance pop, atl hip hop, r&b, hip pop, urban contemporary, contemporary r&b",TLC,1zTuB57LYZa7xu7KUH8kF0,19lVMS3ZOoJi5CdRKvoOiP,"['girl group', 'dance pop', 'atl hip hop', 'r&b', 'hip pop', 'urban contemporary', 'contemporary r&b']",Pop,Emotions unable to be determined
Infant Island,Another Cycle,"mathcore, blackened screamo, skramz",Obsidian Wreath,3y3UYQZYZjBG0PcklXoZTp,5KV2TIucWQfU954VB5hF1y,"['mathcore', 'blackened screamo', 'skramz']",Rock,Emotions unable to be determined
John Frusciante,Central,acoustic rock,The Empyrean,70HevSzt3EgN6dD9EhJEto,72PhaLXI7QsvvW3kSLQV29,['acoustic rock'],Rock,Emotions unable to be determined
Jars Of Clay,Whatever She Wants,"ccm, christian music, christian alternative rock",The Eleventh Hour,6wCwSsKjJCNbuCn4ezY7MI,49F8e2S6cK2iBdxILsrygy,"['ccm', 'christian music', 'christian alternative rock']",Rock,Determination
Echo Image,Standing Alone,"neo-synthpop, futurepop",Compuphonic,6HqqONayTePh4kWfOUsUDg,0ZhSoNqxPOWNdWVUOfJrIZ,"['neo-synthpop', 'futurepop']",Pop,Emotions unable to be determined
Thin Lizzy,The Holy War,"rock, glam metal, blues rock, hard rock, album rock, metal, irish rock, classic rock",Thunder and Lightning,26pok6jWGedvrhGNAVAZfc,7mXAeRDo75B2JPHTZfjFEU,"['rock', 'glam metal', 'blues rock', 'hard rock', 'album rock', 'metal', 'irish rock', 'classic rock']",Rock,Emotions unable to be determined
Texas,Say What You Want,"scottish rock, new romantic, new wave pop",White on Blonde,6h6Ccbgvhibl2XQ0SQNR70,6BVlA2NLGg3OKYemGJgo2v,"['scottish rock', 'new romantic', 'new wave pop']",Pop,"Excitement, Joy"
The Herd,0.77,"conscious hip hop, australian hip hop, australian underground hip hop",An Elefant Never Forgets,4cXzSUrvn5xMhaskvNGwf9,23cyovZhuZ3ZbVA7pCvokH,"['conscious hip hop', 'australian hip hop', 'australian underground hip hop']",Hip-Hop,"Anger, Excitement, Distress"
Wiley,Bruce Wayne,"grime, uk dancehall, uk hip hop",Godfather,7aURxSiUo8FJnRF63YGxEM,59lh0EJ7FGeio8iP101six,"['grime', 'uk dancehall', 'uk hip hop']",Electronic,"Anger, Determination, Pride"
The Ataris,Song # 13,"pop rock, emo, skate punk, pop punk",End Is Forever,6Hf3tuAeYzd3KHlifoQEhP,3Xe3ERA3WSRcRrbQw1VsRO,"['pop rock', 'emo', 'skate punk', 'pop punk']",Rock,Emotions unable to be determined
PRISTIN,Black Widow,"k-pop, k-pop girl group",Hi! Pristin,6jWOr3rzlR76nSbPi600oK,0LtwNMoaoYbJE8m3dT7XFe,"['k-pop', 'k-pop girl group']",Pop,Excitement
RAT BOY,DON'T HESITATE,english indie rock,Internationally Unknown,1x9X02Z1NWgCQYBapAOQDt,6CmLr5c2MVLdQlhWgWdcJK,['english indie rock'],Rock,Emotions unable to be determined
Tech N9ne Collabos,Some Good,"country rap, kansas city hip hop",Dominion,7FXpnvdukuzzIyV9LEUwNr,0wvvvitSlegZk2xFnrXPRd,"['country rap', 'kansas city hip hop']",Country,"Amusement, Determination, Excitement"
Linda Ronstadt,How Do I Make You,"folk rock, singer-songwriter, folk, heartland rock, soft rock, country rock, mellow gold",Mad Love,2WX2HSBKkcKVvqTukHZS22,6cmZh9HLohWMUTkshUyLt1,"['folk rock', 'singer-songwriter', 'folk', 'heartland rock', 'soft rock', 'country rock', 'mellow gold']",Rock,Emotions unable to be determined
Karnivool,Themata,"alternative metal, progressive metal",Themata,4PvyjrSAfxF6DOWFp6Ah4q,34WnGrWdlQzFbfNyRp7wBR,"['alternative metal', 'progressive metal']",Rock,Emotions unable to be determined
Diplo,Boom Bye Bye,"dance pop, pop dance, edm, electro house, moombahton",Europa,5I86r51E5hTMbzXMk8rWvo,55kaoHCsS35N1N1P52IvAr,"['dance pop', 'pop dance', 'edm', 'electro house', 'moombahton']",Pop,"Excitement, Anger"
Gary Puckett & The Union Gap,Don't Give In to Him,"folk rock, rock-and-roll, merseybeat, adult standards, soft rock, mellow gold, rockabilly, bubblegum pop",Union,6LZDnRzPqD3AlZah0932Si,15Oqj9h8TSkGsoOKDKjsqA,"['folk rock', 'rock-and-roll', 'merseybeat', 'adult standards', 'soft rock', 'mellow gold', 'rockabilly', 'bubblegum pop']",Rock,Emotions unable to be determined
Zumpano,The Party Rages On,"gbvfi, vancouver indie",Look What the Rookie Did,4WfcAxmXOw67aSEuvQfaWJ,7pMe0wGUMvVjo8Sqwgu38l,"['gbvfi', 'vancouver indie']",Alternative,Emotions unable to be determined
Six Organs Of Admittance,Abandoned Problems,"pastoral, free folk, drone folk, american primitive, new weird america",Hexadic,6co3bNkbXtQQNiM7sYHBey,6GDxnM2PVbldETGLWIbQJO,"['pastoral', 'free folk', 'drone folk', 'american primitive', 'new weird america']",Folk,"Amusement, Sadness, Excitement"
Angus & Julia Stone,Snow,"australian indie folk, indie folk",Snow,1xv2pQK3UyS2Jkj7SFEAF4,4egQIHw55CVeZ9BlS3fEoL,"['australian indie folk', 'indie folk']",Folk,"Anxiety, Excitement"
Black Lips,Drugs,"noise pop, garage pop, atlanta punk, atlanta indie, neo-psychedelic, indie garage rock, garage rock",200 Million Thousand,6dFM50xJK5obgkWUtEtsTc,28LRdyNmesOqgmZzAAqysW,"['noise pop', 'garage pop', 'atlanta punk', 'atlanta indie', 'neo-psychedelic', 'indie garage rock', 'garage rock']",Rock,Emotions unable to be determined
Robin Trower,The Land of Plenty,"blues rock, electric blues, country rock, southern rock, modern blues",Time and Emotion,4dCPy8GJuYWvv8ksDbFLFr,6oZu7nGac1J5TLicaiibZA,"['blues rock', 'electric blues', 'country rock', 'southern rock', 'modern blues']",Rock,"Determination, Excitement"
Gwar,The Road Behind,"groove metal, virginia punk, nu metal, old school thrash, virginia metal, industrial metal, comic metal",America Must Be Destroyed,1TzK7rpIUbcKOUho7k946N,2R7G0m9VcfQANovZXIxk7Y,"['groove metal', 'virginia punk', 'nu metal', 'old school thrash', 'virginia metal', 'industrial metal', 'comic metal']",Rock,Emotions unable to be determined
Avey Tare,Saturdays (Again),experimental pop,Cows on Hourglass Pond,4y31LOQjfHxo8Qu535wW3C,5jNA5QJJl8BynLKtyrkhGj,['experimental pop'],Pop,Emotions unable to be determined
Martha and the Muffins,Xoa Oho,"classic canadian rock, new wave pop",Mystery Walk,1BYa7TqfEHJs4AMOZTR6sn,3YHJez8c7BKClWB0JpRPf8,"['classic canadian rock', 'new wave pop']",Pop,Emotions unable to be determined
Van Morrison,Irish Heartbeat,"folk rock, rock, singer-songwriter, folk, heartland rock, soft rock, mellow gold, classic rock",Inarticulate Speech of the Heart,09tMK7sL94AapZo01fGM1R,4ImnSXeArHT8lEtDCPshDb,"['folk rock', 'rock', 'singer-songwriter', 'folk', 'heartland rock', 'soft rock', 'mellow gold', 'classic rock']",Rock,Emotions unable to be determined
Caro Emerald,The Ghost Of You,"dutch pop, electro swing",Emerald Island,7ujG0XJxI8xsgVKZ5wrPZ2,12E2e7Pt6Z95OnJ0QCgTd2,"['dutch pop', 'electro swing']",Pop,Emotions unable to be determined
Noah,Wanitaku,"indonesian pop, indonesian alternative rock",Keterkaitan Keterikatan,3qPnbNtScaL7kwn89YZYoy,0ScCJV8eEMBVQ3QQFlLmw1,"['indonesian pop', 'indonesian alternative rock']",Pop,Emotions unable to be determined
Four Tet,Love Cry - Joy Orbison Remix,"trip hop, indietronica, intelligent dance music, folktronica, electronica",There Is Love in You,52NFVE1pLnsL4Lj9al5rDW,1HSe7aUzdxkRSZy7gucJpr,"['trip hop', 'indietronica', 'intelligent dance music', 'folktronica', 'electronica']",Electronic,Emotions unable to be determined
Rollins Band,Low Self Opinion,"funk metal, funk rock",The End of Silence,5RMYVyXBdrEZGBlF2SjzsH,5IC8TqOg78147elj3NP9Y1,"['funk metal', 'funk rock']",Rock,Emotions unable to be determined
Animal Collective,Man Of Oil,"baltimore indie, noise pop, dance-punk, alternative dance, neo-synthpop, dream pop, art pop, indie rock, freak folk, chillwave, experimental pop, alternative rock",Meeting of the Waters,1iJdIZU5Ffgixa92wrcZZC,3oswF3XxY3LKsoLhMGuJ7c,"['baltimore indie', 'noise pop', 'dance-punk', 'alternative dance', 'neo-synthpop', 'dream pop', 'art pop', 'indie rock', 'freak folk', 'chillwave', 'experimental pop', 'alternative rock']",Pop,"Excitement, Disappointment, Amusement"
Talking Heads,(Nothing But) Flowers - 2005 Remaster,"rock, permanent wave, zolo, funk rock, dance rock, new wave, art punk, post-punk, alternative rock",Naked,4oEKgLZ8uTSioNKuO8Kydu,4fR8vS8yMLungmCG0Igw6m,"['rock', 'permanent wave', 'zolo', 'funk rock', 'dance rock', 'new wave', 'art punk', 'post-punk', 'alternative rock']",Rock,Excitement
HIM,Right Here In My Arms,"gothic metal, dark rock, finnish alternative rock",Razorblade Romance,7wb8ACZKcosRWhgtuskj4P,7tRL0nif9woiO3r7iLl3iD,"['gothic metal', 'dark rock', 'finnish alternative rock']",Rock,"Amusement, Fear, Joy"
Quiet Riot,Make a Way,"rock, glam metal, hard rock, album rock, metal, classic rock",Road Rage,0JCMpC3xuAl9x6UNlgVEos,6QKejibsY0ryUN8hm5HMAr,"['rock', 'glam metal', 'hard rock', 'album rock', 'metal', 'classic rock']",Rock,Emotions unable to be determined
Twisted Sister,The Kids Are Back,"rock, glam metal, hard rock, album rock, metal",You Can't Stop Rock 'n' Roll,7xzmJPFQAn0O1ZYYtbGRlz,3KW5iWFnvhHtFoMHwWnUr5,"['rock', 'glam metal', 'hard rock', 'album rock', 'metal']",Rock,Emotions unable to be determined
Sawyer Brown,Some Girls Do,"country, contemporary country, country road",The Dirt Road,37JPdGgYcQAJSElj5boJx8,6iBw4TwVcQpxB72fAAWuoA,"['country', 'contemporary country', 'country road']",Country,Emotions unable to be determined
Everything But The Girl,Each and Every One - 2012 Remaster,"trip hop, sophisti-pop, new wave pop",Eden,4iJEtMRQMlL2Yk2Fsj2AI1,2HTb7V49DRPzyympf7VhSx,"['trip hop', 'sophisti-pop', 'new wave pop']",Pop,Distress
Dimmu Borgir,The Insight and the Catharsis,"speed metal, norwegian black metal, power metal, symphonic metal, viking metal, norwegian metal, symphonic black metal, black metal, gothic metal, metal, melodic death metal",Spiritual Black Dimensions,6ECC7iGDH0vB4g1pJYQMra,6v3llx2Ub9jvy94L1oKAEi,"['speed metal', 'norwegian black metal', 'power metal', 'symphonic metal', 'viking metal', 'norwegian metal', 'symphonic black metal', 'black metal', 'gothic metal', 'metal', 'melodic death metal']",Rock,Emotions unable to be determined
Lingua Ignota,Woe To All (On The Day Of My Wrath),"gaian doom, death industrial, spectra",All Bitches Die,6dQVFX9JyKUNAzykBV13dx,6Xz0euK4IH16qx5AtAOqmy,"['gaian doom', 'death industrial', 'spectra']",Electronic,Emotions unable to be determined
Lukas Graham,Love Someone,"danish pop, scandipop",3 (The Purple Album),0OCRwXbQRdOZ1OtB4Imsp1,02gV87QEIFp2T9q7OqVBjj,"['danish pop', 'scandipop']",Pop,"Excitement, Anger, Joy"
P.O.S,Gravedigger,"abstract hip hop, minnesota hip hop","Chill, Dummy",4y8pTo8Ffk74EeXnyVckQF,1Jlt2mp0aew89zqL1S6l86,"['abstract hip hop', 'minnesota hip hop']",Hip-Hop,"Anger, Excitement, Determination"
Groove Armada,I Won't Kneel,"trip hop, nu skool breaks, big beat, electronica",Black Light,5i9QryjySzGGEsqoUPPKhU,157Hmouq3BdFNb3p1S6j4I,"['trip hop', 'nu skool breaks', 'big beat', 'electronica']",Electronic,Emotions unable to be determined
The Cult,Hinterland,"hard rock, rock, album rock, new wave",Hidden City,2JhXZNGNg7h0fUDu4i7AO4,4dEF6WUfe0P9fMzKc2N5is,"['hard rock', 'rock', 'album rock', 'new wave']",Rock,Sadness
Missy Higgins,Where I Stood,"australian pop, australian indie",The Special Ones,66T2jlq921ksIRmEOsXJvd,5hPwN9XjUPX3kMQZyBEmWh,"['australian pop', 'australian indie']",Pop,"Confusion, Excitement"
Grace VanderWaal,Moonlight,post-teen pop,Just the Beginning,4XrvRf68c9H4orZZ9KoldQ,55LUvkPPMUgwQVmypS3Wex,['post-teen pop'],Pop,"Distress, Anxiety, Excitement"
Foxygen,San Francisco,"noise pop, baroque pop, neo-psychedelic, indie rock, experimental pop, chamber pop",We Are the 21st Century Ambassadors of Peace & Magic,0J7Zv3nJki2SBTvidhMDZy,7FfiN9ztbjLNPWhuhFHaWf,"['noise pop', 'baroque pop', 'neo-psychedelic', 'indie rock', 'experimental pop', 'chamber pop']",Pop,Emotions unable to be determined
Eluveitie,Epona,"gothic symphonic metal, celtic metal, swiss metal, symphonic metal, folk metal, gothic metal, power metal, hurdy-gurdy",Evocation II: Pantheon,75fAndU7jHOc4iEFR0HcVe,7IBXmEYmSwMAnHBezNrCVX,"['gothic symphonic metal', 'celtic metal', 'swiss metal', 'symphonic metal', 'folk metal', 'gothic metal', 'power metal', 'hurdy-gurdy']",Rock,"Excitement, Determination"
Pain of Salvation,Undertow,"swedish progressive metal, progressive metal, prog metal",Remedy Lane,3ihYW3baWXEULD5ecp5ggn,5wdXBbdGH90qfKoWBErbdw,"['swedish progressive metal', 'progressive metal', 'prog metal']",Rock,Emotions unable to be determined
Bullet For My Valentine,P.O.W.,"welsh metal, nu metal, alternative metal, uk metalcore, post-grunge",Temper Temper,7kmrqM46LuMVbDjYyKIum8,4PFst5JQMAVlUStxDyZpiF,"['welsh metal', 'nu metal', 'alternative metal', 'uk metalcore', 'post-grunge']",Rock,Emotions unable to be determined
Madeline Kenney,Truth,modern dream pop,Summer Quarter,5THNvb8KAYX5eKxyJTxA70,14TAKZ2HUgGHWpyM2Wcbkf,['modern dream pop'],Pop,Emotions unable to be determined
Saxon,Where the Lightning Strikes,"nwobhm, glam metal, hard rock, metal, power metal",Destiny,4JZQNlVeXybmO5AqBoVZWs,6BNf3hZST3cLYBK4s1g7zA,"['nwobhm', 'glam metal', 'hard rock', 'metal', 'power metal']",Rock,Emotions unable to be determined
Barenaked Ladies,The Old Apartment,"canadian rock, a cappella, canadian pop, pop rock, post-grunge",Ladies and Gentlemen: Barenaked Ladies and The Persuasions,3iealbhwWKUnj6cOe5xqcb,1HvViqnJRyW0EdSVRuCBgq,"['canadian rock', 'a cappella', 'canadian pop', 'pop rock', 'post-grunge']",Rock,"Excitement, Sadness, Distress"
Lovelyz,WoW!,"k-pop, k-pop girl group",R U Ready?,4eKIJKxer1JPy3uc9VjNvh,0xuXv1z9a6Pd1UiaXjq8al,"['k-pop', 'k-pop girl group']",Pop,Emotions unable to be determined
Celtic Frost,The Heart Beneath,"metal, swiss metal, swiss black metal, old school thrash, black metal, black thrash, deathrash, death metal",Vanity/Nemesis,4BVuZWJpRwCbieSRHCy0Ty,2pS12FmF4SmvHo0PGQne4t,"['metal', 'swiss metal', 'swiss black metal', 'old school thrash', 'black metal', 'black thrash', 'deathrash', 'death metal']",Rock,Emotions unable to be determined
Steps,Scared of the Dark,"europop, talent show, bubblegum dance, diva house",Tears on the Dancefloor,0Nby3sP8ns6K37DsVCio5B,5cqu9U4cJ2ABrg4lzvYCEm,"['europop', 'talent show', 'bubblegum dance', 'diva house']",Electronic,Emotions unable to be determined
Gloria Estefan,Conga!,"soft rock, new wave pop",Best of Gloria Estefan,0KxTWgl64TNOQXiGFJYc6t,1Hx9JuA0e9dAm5z6f0oNE6,"['soft rock', 'new wave pop']",Pop,Emotions unable to be determined
Thom Yorke,Last I Heard (...He Was Circling the Drain),"oxford indie, alternative rock, art pop, indie rock, glitch pop, art rock, electronica",Anima,2ZMG9KwS9L82pOnewg8o6Z,5DDPFOJVHhc93OlqirbAtm,"['oxford indie', 'alternative rock', 'art pop', 'indie rock', 'glitch pop', 'art rock', 'electronica']",Rock,Emotions unable to be determined
Michael Bublé,Sway,"adult standards, canadian pop, lounge, jazz pop",Michael Bublé,2ajUl8lBLAXOXNpG4NEPMz,3rpSksJSFdNFqk5vne8at2,"['adult standards', 'canadian pop', 'lounge', 'jazz pop']",Pop,Excitement
Ani DiFranco,Knuckledown,"ectofolk, anti-folk, singer-songwriter, lilith, women's music, buffalo ny indie",Knuckle Down,5M7BWaY8WFumYgIgFiupCq,5XaZrJ55qZB7jnFEVEpuff,"['ectofolk', 'anti-folk', 'singer-songwriter', 'lilith', ""women's music"", 'buffalo ny indie']",Folk,"Excitement, Determination, Anger"
Wire,Kidney Bingos,"punk, uk post-punk, post-punk, art punk, experimental rock, alternative rock",A Bell Is a Cup,4kM4aFaonMCZb8rfC7yn2G,7AOVTgTv3c6unU0B95HE5c,"['punk', 'uk post-punk', 'post-punk', 'art punk', 'experimental rock', 'alternative rock']",Rock,Emotions unable to be determined
Trixie Mattel,Malibu,"queer country, strut",Barbara,1BjZQhaQy04o37ETiZrXdl,6PMAcubRYoflJL5bnAW0nZ,"['queer country', 'strut']",Country,Emotions unable to be determined
The Script,Rain,"pop, celtic rock",Freedom Child,2QWP8NYYplOqEFBYGCcq0S,3W9NClLDhTHyRmy8ZLfoJf,"['pop', 'celtic rock']",Pop,Emotions unable to be determined
Fields Of The Nephilim,Preacher Man,"gothic rock, gothabilly, corrosion, dark wave",Dawnrazor,5X5AH9EH6CHZG31H1c3OiP,2oUw56zQPSuZgfqfYZyp37,"['gothic rock', 'gothabilly', 'corrosion', 'dark wave']",Rock,"Relief, Distress"
Sevendust,Dirty,"nu metal, atlanta metal, rap metal, alternative metal, industrial metal",All I See Is War,6udUCRf6uF505zH0q2Psjj,2BaMCFHQRFQAFuTJkeMy2g,"['nu metal', 'atlanta metal', 'rap metal', 'alternative metal', 'industrial metal']",Rock,Emotions unable to be determined
Cynic,True Hallucination Speak,"technical death metal, jazz metal, djent, florida death metal, progressive metal, miami metal",Kindly Bent to Free Us,2Vw4xopTTArXUTjusgdLXO,0L9q210Dguhq0nmGlCe1hR,"['technical death metal', 'jazz metal', 'djent', 'florida death metal', 'progressive metal', 'miami metal']",Rock,Emotions unable to be determined
Joe Cocker,Civilized Man,"folk rock, rock, blues rock, singer-songwriter, heartland rock, soft rock, album rock, mellow gold, classic rock",Civilized Man,3EHrDbDcaIN43do5S5lbug,3nBD9HbGiem5eWzh2vi0cb,"['folk rock', 'rock', 'blues rock', 'singer-songwriter', 'heartland rock', 'soft rock', 'album rock', 'mellow gold', 'classic rock']",Rock,Determination
